NFCSID,A1,A2,A3,B2_1,B2_2,B2_3,B2_4,B2_5,B2_7,B2_20,B2_21,B2_22,B2_23,B2_24,B2_25,B3,B4.x,B5,B6,B20,B21,B10,B11,B23,B24,B25,B26,C20_1,C20_2,C20_3,C20_4,C20_5,C21,C22_1,C22_2,C22_3,C22_4,C23_1,C23_2,C23_3,C23_4,C24,C25,C26,C7,D1_1,D1_2,D2,D3,D20,D21,D4,E1_1,E20.x,E5,E6,F1_1,F1_2,F1_3,F1_4,F1_5,F1_6,F1_7,F1_8,F1_9,F2_1.x,F2_2.x,F2_5.x,F2_6.x,F2_20,F2_21,F2_22,F3_1,F3_2,F3_3,F3_4,F3_5,F3_6,F3_7,F3_8,F4,F5,F20,G1.x,G2,G20.x,G4,G5,G6,G7,G21,G8,G22,G11,G12,G13,H2,H3,WGT1,S_Gender2,S_Age,S_Ethnicity,S_Education,S_Income,STATEQ,CENSUSDIV,CENSUSREG,A50A,A3Ar_w,A50B,A4A_new_w,A5_2015,A6,A7,A7A,A11,A8_2021,AM21,AM30,AM31,AM22,X3,X4,A9,A40,A10,A10A,A21_2015,A22_2015,A14,A41,J1,J2,J3,J4,J40,J5,J6,J8,J9,J10,J20,J32,J33_1,J33_40,J33_41,J41_1,J41_2,J41_3,J42_1,J42_2,J43,B1,B2,B4.y,B40,B41_1,B41_2,B31.y,B42,B43,B44,C1_2012,C2_2012,C3_2012,C4_2012,C5_2012,C10_2012,C11_2012,B14,C40,C41,D40,EA_1,E7,E8,E20.y,E15_2015,F1,F2_1,F2_2,F2_3,F2_4,F2_5,F2_6,F10,G1.y,G20,G30_1.y,G30_2.y,G30_3.y,G30_4.y,G30_5.y,G30_97,G30_98,G30_99,G33,G35,G22_2015,G40,G25_1,G25_2,G25_3,G25_4,G25_5,G38,G23.y,H1,H30_1,H30_2,H30_3,M1_1,M1_2,M4,M40,M20,M21_1,M21_2_2015,M21_3,M21_4,M41,M42,M6,M7,M8,M31,M9,M10,wgt_n2,wgt_d2,wgt_s3,Year,B30,B31.x,B32,B33,B34,B35,C30,D30,D31,F30_1,F30_2,F30_3,F30_4,F30_5,F30_6,F30_7,F30_8,F30_9,F30_10,F30_11,F30_12,F31_1,F31_2,F31_3,F31_4,F31_5,F31_6,F31_7,F31_8,F31_9,F31_10,F31_11,G30_1.x,G30_2.x,G30_3.x,G30_4.x,G30_5.x,G30_6,G31,G23.x,H31,J50,J51_1,J51_2,J51_3,J51_4,J51_5,J51_6,J51_98,J51_99,J52,J53,P50,P51,P52,M50,State_Name,StringencyIndex_Average,GovernmentResponseIndex_Average,ContainmentHealthIndex_Average,EconomicSupportIndex
2021010791,1,1,1,2,2,1,2,1,2,2,2,NA,2,2,2,1,8,98,NA,NA,NA,3,1,1,98,2,2,NA,NA,NA,NA,NA,NA,2,1,1,1,2,1,2,2,98,NA,2,2,7,4,98,2,NA,3,NA,5,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,NA,1,2,2,1,2,1,3,3,98,4,NA,NA,0.903030607790991,2,2,1,2,2,24,4,2,2,3,9,1,7,2,1,3,6,6,3,NA,NA,NA,1,NA,2,2,NA,1,NA,NA,NA,6,10,7,1,3,1,1,NA,1,NA,2,1,5,NA,3,NA,1,1,1,5,2,4,1,1,2,NA,3,3,3,2,2,NA,1,NA,1,1,1,2,2,1,NA,NA,NA,1,1,2,2,1,2,2,2,2,2,2,2,NA,2,2,0,0,0,0,0,1,0,0,NA,NA,NA,NA,1,1,1,1,1,2,1,1,2,2,2,7,7,6,NA,3,NA,NA,NA,NA,NA,NA,1,3,2,4,1,2,0.373392786,1.323936394,0.737829121,2021,5,1,2,98,NA,2,2,3,1,3,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,3,1,1,2,1,9,98,1,1,0,1,0,0,1,0,0,0,2,5,2,2,1,1,Minnesota,38.21756164383561,46.84638356164384,50.01063013698631,24.691780821917842
2021010800,1,1,1,1,2,2,1,2,2,2,2,NA,2,2,2,4,6,2,NA,NA,NA,3,1,1,2,1,1,NA,NA,NA,NA,NA,NA,1,1,2,2,2,2,2,2,1,10,2,2,5,4,98,3,NA,98,NA,4,98,3,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,4,NA,3,98,98,98,98,98,98,98,98,98,NA,NA,1.63877296688841,1,2,1,1,2,5,9,4,1,3,3,1,2,2,1,3,1,5,3,NA,NA,NA,1,NA,1,2,NA,1,2,NA,NA,2,5,8,3,3,2,1,2,2,NA,1,2,4,NA,4,NA,3,3,3,4,2,3,1,1,2,NA,3,2,2,2,2,NA,2,NA,NA,2,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,1,1,2,2,2,2,2,NA,2,2,0,0,0,0,0,1,0,0,NA,NA,NA,NA,1,1,1,1,1,2,1,2,2,2,2,5,4,5,NA,3,NA,NA,NA,NA,NA,NA,1,3,3,98,98,98,0.609274794,2.796435575,1.280218508,2021,2,3,1,98,NA,98,2,98,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,3,1,1,1,1,4,98,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,4,2,2,2,98,California,44.091972602739716,57.557972602739724,56.84706849315068,62.5
2021010813,1,1,1,2,2,1,2,2,2,2,2,NA,2,2,2,1,7,98,NA,NA,NA,2,98,1,5,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,98,98,98,1,98,NA,2,2,7,5,4,2,NA,1,NA,6,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,NA,1,2,98,1,1,1,1,1,98,4,NA,NA,1.63877296688841,1,2,2,1,3,5,9,4,1,3,3,2,4,2,1,3,6,7,3,NA,NA,NA,1,NA,2,2,NA,1,2,NA,NA,3,4,7,3,3,1,2,NA,1,NA,2,1,5,NA,5,NA,3,3,3,3,5,4,1,1,2,NA,1,3,3,1,3,NA,1,NA,98,1,1,2,2,1,NA,NA,NA,1,1,2,2,1,2,1,1,2,2,2,2,NA,2,2,0,0,0,0,0,1,0,0,NA,NA,NA,NA,1,1,1,1,1,2,2,1,2,2,2,6,5,5,NA,3,NA,NA,NA,NA,NA,NA,1,3,1,3,1,2,0.567982775,2.968737867,1.407506939,2021,5,1,2,98,NA,2,2,3,3,3,2,2,2,2,2,2,2,1,2,1,1,2,2,1,2,2,2,2,2,2,2,2,1,3,1,1,1,1,6,98,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,6,2,2,2,1,California,44.091972602739716,57.557972602739724,56.84706849315068,62.5
2021010822,1,2,1,1,2,2,2,2,2,2,2,NA,2,2,2,3,5,98,NA,NA,NA,1,1,1,3,2,1,NA,NA,NA,NA,NA,NA,1,1,3,3,2,2,2,2,98,NA,2,2,6,3,4,3,NA,98,NA,4,98,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,5,NA,1,3,98,1,98,1,98,98,98,4,NA,NA,1.63877296688841,1,2,1,1,2,44,7,3,1,3,3,1,2,1,2,1,6,5,3,NA,NA,NA,1,NA,2,2,2,1,2,NA,1,2,7,8,1,3,1,2,NA,2,NA,2,1,4,NA,5,NA,3,1,2,3,3,3,1,1,2,NA,1,3,3,2,3,NA,2,NA,NA,2,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,2,2,1,1,2,2,2,NA,1,2,0,0,0,0,0,1,0,0,NA,NA,NA,NA,1,1,1,1,1,2,5,2,2,2,1,6,7,6,NA,3,NA,NA,NA,NA,NA,NA,1,3,2,3,1,98,1.475065731,2.808443955,1.011476181,2021,3,1,98,1,2,2,1,2,5,1,2,2,3,1,1,2,1,3,2,1,1,2,2,1,2,2,2,2,2,2,2,1,2,3,1,2,1,1,6,98,2,1,1,1,1,0,0,0,0,0,2,4,2,2,2,2,Texas,38.717150684931525,49.26010958904109,50.722191780821916,39.04109589041097
2021010825,1,1,1,2,2,1,2,2,2,2,2,NA,2,2,2,1,10,2,NA,NA,NA,1,1,1,5,1,1,NA,NA,NA,NA,NA,NA,2,1,3,1,2,1,2,1,4,10,2,2,9,1,3,3,NA,1,NA,6,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,5,NA,1,98,98,1,2,1,98,98,3,1,NA,NA,0.903030607790991,1,2,1,2,3,36,3,2,1,3,3,1,6,1,2,1,1,8,3,NA,NA,NA,1,NA,2,2,2,1,NA,NA,1,3,10,9,1,3,2,1,1,1,NA,2,1,5,NA,1,NA,1,1,1,5,1,4,1,1,2,NA,1,2,3,2,3,NA,1,3,1,1,1,2,2,1,NA,NA,NA,1,2,2,NA,NA,2,1,2,2,2,2,2,NA,2,2,0,0,0,0,0,1,0,0,NA,NA,NA,NA,1,1,1,1,1,2,1,1,2,2,2,7,7,5,NA,3,NA,NA,NA,NA,NA,NA,1,3,1,2,1,2,1.230218035,1.063528961,0.883154853,2021,5,1,2,2,NA,2,2,3,3,3,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,1,1,1,6,98,2,1,0,0,1,0,0,0,0,0,2,6,2,1,1,1,Ohio,39.16616438356165,51.93843835616439,54.57780821917808,33.45890410958902
2021010832,1,1,1,1,1,1,2,2,1,2,2,NA,2,2,2,1,6,98,NA,NA,NA,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,2,2,1,3,9,1,2,9,3,4,2,NA,3,NA,7,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,NA,1,2,2,1,2,1,2,2,1,2,NA,NA,0.903030607790991,1,2,1,2,3,33,2,1,1,3,3,1,7,1,2,1,1,7,3,NA,NA,NA,1,NA,2,2,2,1,NA,NA,1,6,7,8,1,3,1,1,1,1,NA,2,1,5,NA,1,NA,1,2,1,4,2,4,1,1,2,NA,3,2,2,2,2,NA,1,3,1,1,1,2,2,1,NA,NA,NA,1,1,2,2,1,2,1,2,2,2,2,2,NA,2,2,1,0,0,0,0,0,0,0,2,1,2,NA,1,1,1,1,1,2,1,1,1,2,2,7,4,6,NA,1,NA,NA,NA,NA,NA,NA,1,3,2,3,1,2,1.678360814,1.148241087,0.753079945,2021,3,1,2,2,NA,2,2,3,1,3,3,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,1,1,1,3,3,2,1,0,1,0,0,0,0,0,0,2,5,2,2,1,1,New York,42.05150684931508,57.122246575342466,55.97501369863014,65.13698630136999
2021010850,2,1,1,1,2,1,1,2,2,2,2,NA,2,2,2,4,9,2,NA,NA,NA,3,2,1,5,2,98,NA,NA,NA,NA,NA,NA,1,1,3,3,2,2,1,2,4,10,2,2,7,6,2,2,NA,1,NA,8,1,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,4,NA,1,98,3,1,2,1,2,3,3,4,NA,NA,0.903030607790991,1,2,2,2,3,47,5,3,1,3,3,2,6,1,2,1,2,7,3,NA,NA,NA,1,NA,2,2,2,1,NA,NA,3,6,8,7,1,3,1,1,2,1,NA,2,1,5,NA,1,NA,2,1,3,5,2,3,1,1,2,NA,3,2,2,3,3,NA,1,3,1,1,1,2,2,1,NA,NA,NA,1,2,2,NA,NA,2,1,2,2,2,2,2,NA,2,2,0,0,0,0,0,1,0,0,NA,NA,NA,NA,1,1,1,1,1,2,1,1,2,2,2,6,5,5,NA,3,NA,NA,NA,NA,NA,NA,1,3,2,2,98,2,1.326546938,1.187901168,1.001223003,2021,5,1,2,1,2,2,2,3,5,1,1,2,2,1,1,2,1,1,1,1,3,2,2,2,2,2,2,2,2,2,2,2,1,3,1,1,1,2,4,98,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,4,2,2,98,1,Virginia,39.09410958904109,49.964986301369876,49.82619178082192,50.924657534246485
2021010861,1,1,1,1,2,2,2,2,2,2,2,NA,2,2,2,2,7,2,NA,NA,NA,1,2,1,5,2,98,NA,NA,NA,NA,NA,NA,2,3,3,3,2,2,2,2,2,10,2,1,8,7,2,2,NA,1,NA,7,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,6,NA,1,2,2,1,2,2,2,1,1,2,NA,NA,0.903030607790991,1,2,1,2,3,14,3,2,1,3,3,1,6,1,2,1,3,8,3,NA,NA,NA,1,NA,2,2,2,1,NA,NA,3,4,7,7,1,3,1,1,1,1,NA,2,1,5,NA,6,NA,1,2,5,4,3,3,1,1,2,NA,3,3,2,2,3,NA,1,3,1,2,1,2,2,1,NA,NA,NA,1,1,2,2,1,3,2,1,2,2,2,2,NA,1,1,1,1,0,0,0,0,0,0,1,2,2,NA,1,1,1,1,1,2,5,1,2,2,2,7,7,6,NA,2,1,1,2,NA,NA,NA,1,3,2,4,1,2,1.230218035,1.100835801,0.787143839,2021,1,4,1,2,NA,1,2,2,4,2,1,2,3,1,1,1,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,3,7,3,2,1,1,1,1,0,0,0,0,0,2,4,2,2,1,1,Illinois,39.486958904109585,53.04350684931505,52.62232876712329,55.99315068493147
2021010862,1,1,1,1,1,1,1,2,2,2,2,NA,2,2,2,1,5,98,NA,NA,NA,3,1,1,3,2,98,NA,NA,NA,NA,NA,NA,2,1,1,1,2,2,98,2,2,8,2,2,5,4,98,98,NA,2,NA,4,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,98,98,2,1,1,98,98,98,98,98,NA,NA,0.903030607790991,2,2,1,2,1,5,9,4,2,3,9,1,6,2,1,3,6,3,3,NA,NA,NA,1,NA,1,2,NA,1,NA,NA,NA,5,7,2,1,3,2,1,NA,1,NA,1,2,5,NA,5,NA,3,4,5,4,4,3,1,1,2,NA,3,3,2,2,2,NA,2,NA,NA,1,1,2,2,1,NA,NA,NA,2,NA,NA,NA,NA,3,1,2,2,2,2,2,NA,2,2,0,0,0,0,0,1,0,0,NA,NA,NA,NA,1,1,1,1,1,2,1,1,1,1,1,7,6,4,NA,2,2,1,2,NA,NA,NA,1,2,98,98,98,98,0.439985491,1.812723828,0.805168203,2021,3,1,2,98,NA,2,2,3,3,2,1,1,1,1,1,1,1,1,1,1,3,2,2,2,2,2,2,2,2,2,2,2,1,3,1,1,1,1,6,98,2,1,1,0,0,0,0,0,0,0,1,4,2,2,1,1,California,44.091972602739716,57.557972602739724,56.84706849315068,62.5
2021010875,1,2,1,1,2,2,2,2,1,2,2,NA,2,2,2,4,2,1,2,NA,NA,3,1,1,3,1,1,NA,NA,NA,NA,NA,NA,2,1,2,3,2,2,2,2,2,7,2,2,7,6,4,2,NA,1,NA,3,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,7,NA,1,2,2,2,2,2,3,3,3,4,NA,NA,0.903030607790991,1,2,2,2,3,31,2,1,1,3,3,2,7,2,3,3,6,7,3,NA,NA,NA,1,NA,1,2,NA,1,NA,NA,NA,3,4,9,1,3,3,1,NA,1,NA,2,1,3,NA,4,NA,3,3,3,5,3,4,1,1,2,NA,3,2,3,2,3,NA,2,NA,NA,2,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,1,2,2,2,2,2,2,NA,2,2,1,0,0,0,0,0,0,0,1,4,98,NA,1,1,1,1,1,2,3,1,2,2,2,6,7,7,NA,3,NA,NA,NA,NA,NA,NA,1,3,2,3,1,2,3.957777415,0.71393929,1.181439714,2021,3,3,1,1,2,1,2,3,5,1,1,1,1,2,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,1,1,1,1,7,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,4,2,2,1,98,New Jersey,37.99528767123289,54.73684931506849,53.738767123287666,61.712328767123246
2021010881,1,1,1,1,2,2,2,2,2,1,2,NA,2,2,2,3,1,98,NA,NA,NA,3,1,1,5,2,1,NA,NA,NA,NA,NA,NA,1,1,2,2,2,98,1,1,4,10,2,2,5,5,98,2,NA,3,NA,8,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,1,2,1,98,1,98,98,3,2,2,NA,NA,0.903030607790991,2,2,2,2,2,33,2,1,2,4,10,2,7,4,4,3,1,5,3,NA,NA,NA,1,NA,2,2,NA,1,NA,NA,NA,6,4,1,2,2,1,2,2,1,NA,2,3,3,NA,7,NA,4,5,5,1,2,3,1,1,1,NA,1,3,1,1,2,NA,1,NA,98,2,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,3,2,1,1,1,1,2,NA,2,1,1,0,0,0,0,0,0,0,2,2,1,NA,1,1,1,1,1,2,7,1,1,1,2,4,7,5,NA,2,1,1,2,NA,NA,NA,3,3,1,3,1,2,3.538888903,1.524886425,1.087093094,2021,3,1,2,98,NA,2,2,2,98,1,1,3,1,1,2,1,1,1,1,1,2,1,1,2,2,1,2,2,2,2,1,2,1,3,98,1,2,3,98,1,2,1,0,1,0,0,0,0,0,0,2,6,2,2,2,1,New York,42.05150684931508,57.122246575342466,55.97501369863014,65.13698630136999
2021010896,1,1,1,1,2,1,1,2,2,2,2,NA,2,2,2,4,7,1,2,NA,NA,3,1,1,4,2,98,NA,NA,NA,NA,NA,NA,3,3,2,3,2,2,2,1,5,5,1,2,7,7,2,2,NA,1,NA,6,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,5,NA,1,2,2,2,2,1,1,1,3,2,NA,NA,0.547489916262363,1,3,2,2,3,12,9,4,1,6,6,2,6,1,2,1,2,7,3,NA,NA,NA,1,NA,8,2,8,2,NA,NA,1,5,7,7,1,3,1,1,2,NA,1,2,1,5,NA,6,NA,3,3,2,3,3,3,1,1,2,NA,2,2,3,2,3,NA,1,1,1,1,2,98,2,1,NA,NA,NA,1,1,2,2,1,2,1,2,2,2,2,2,NA,1,2,0,0,0,0,0,1,0,0,NA,NA,NA,NA,2,1,1,1,1,2,3,1,2,2,2,5,5,6,NA,3,NA,NA,NA,NA,NA,NA,1,3,2,2,1,2,1.924117613,0.198477175,0.764268479,2021,3,2,1,1,2,2,2,3,3,3,2,2,2,2,1,3,2,2,2,2,2,1,2,1,2,1,2,1,2,2,2,2,3,3,1,1,1,2,6,2,2,1,0,0,1,0,0,0,0,0,2,4,2,2,1,1,Hawaii,59.04646575342467,64.83698630136986,67.84400000000001,43.80136986301365
2021010898,1,1,1,1,2,2,2,2,2,2,2,NA,2,2,2,3,4,98,NA,NA,NA,2,2,1,3,2,2,NA,NA,NA,NA,NA,NA,1,1,3,1,2,2,98,2,1,9,2,2,2,1,2,2,NA,1,NA,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,NA,1,2,3,2,1,1,98,98,98,98,NA,NA,0.903030607790991,1,2,1,2,3,18,6,3,1,3,3,1,6,2,1,3,6,7,3,NA,NA,NA,1,NA,2,2,NA,1,NA,NA,NA,5,8,8,1,3,1,1,NA,2,NA,2,1,5,NA,5,NA,1,1,3,3,2,4,1,1,2,NA,3,2,3,2,3,NA,1,NA,1,1,1,2,2,1,NA,NA,NA,1,1,2,2,1,2,1,2,2,2,2,1,NA,2,2,0,0,0,0,0,1,0,0,NA,NA,NA,NA,1,1,1,1,1,2,1,1,2,2,2,7,7,5,NA,2,1,1,2,NA,NA,NA,1,3,1,2,1,2,0.638565731,0.807854878,0.79456496,2021,4,4,2,98,NA,2,2,2,2,1,1,1,2,1,1,2,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,3,3,2,1,1,1,1,98,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,4,1,1,1,3,Kentucky,41.5723287671233,51.64810958904109,54.14780821917809,34.14383561643838
2021010900,1,1,1,1,2,2,98,2,2,1,2,NA,1,2,2,3,1,98,NA,NA,NA,3,98,1,3,1,1,NA,NA,NA,NA,NA,NA,1,1,3,3,2,1,2,98,2,5,2,2,4,3,98,2,NA,3,NA,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,NA,1,98,98,1,1,98,98,98,98,3,NA,NA,1.63877296688841,2,2,1,1,1,11,5,3,2,3,9,1,2,1,2,1,6,4,3,NA,NA,NA,1,NA,6,2,2,1,2,NA,3,5,3,3,3,1,1,2,NA,1,NA,1,3,5,NA,7,NA,5,5,5,3,4,2,1,1,2,NA,2,3,3,2,2,NA,1,2,1,2,1,2,2,1,NA,NA,NA,2,NA,NA,NA,NA,3,2,1,1,1,2,2,NA,1,1,0,0,0,0,0,1,0,0,NA,NA,NA,NA,1,1,1,1,1,1,7,1,2,1,1,6,3,5,NA,3,NA,NA,NA,NA,NA,NA,1,1,98,3,1,98,1.048678401,1.22953002,0.89011537,2021,3,3,2,98,NA,2,98,3,4,1,1,2,2,2,1,1,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,1,1,3,5,1,2,1,1,1,1,0,0,0,0,0,2,6,2,2,2,1,Georgia,37.92295890410958,46.277698630136975,48.40112328767123,31.404109589041067
2021010907,1,1,1,1,2,1,1,2,1,1,2,NA,1,2,1,2,9,1,2,NA,NA,1,1,1,4,2,1,NA,NA,NA,NA,NA,NA,2,3,3,2,1,1,1,1,3,10,1,1,6,6,4,3,NA,2,NA,9,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,6,NA,1,2,1,1,1,1,2,2,2,3,NA,NA,3.74100250901572,1,1,2,1,3,5,9,4,1,2,2,2,4,1,2,1,3,8,3,NA,NA,NA,1,NA,1,2,1,1,2,NA,1,5,10,8,1,3,2,1,1,1,NA,2,1,5,NA,1,NA,1,1,1,5,1,4,1,1,1,NA,2,3,2,1,2,NA,1,1,1,1,1,2,2,1,NA,NA,NA,1,2,2,NA,NA,2,1,2,2,2,2,2,NA,2,2,0,0,0,0,0,1,0,0,NA,NA,NA,NA,1,1,1,1,1,2,1,1,2,2,2,7,7,7,NA,3,NA,NA,NA,NA,NA,NA,1,2,2,2,2,1,0.581104105,2.549638718,1.081227214,2021,4,1,1,1,1,2,1,2,1,2,2,3,2,1,1,1,2,1,2,2,3,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,3,9,1,1,1,1,0,0,1,0,0,0,0,2,2,1,1,1,3,California,44.091972602739716,57.557972602739724,56.84706849315068,62.5
2021010909,1,1,1,1,2,2,2,2,2,2,2,NA,2,2,2,4,3,2,NA,NA,NA,3,3,1,5,1,1,NA,NA,NA,NA,NA,NA,2,1,3,3,2,2,2,2,1,7,98,2,8,8,98,2,NA,3,NA,6,98,98,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,6,NA,98,98,98,98,98,98,2,98,98,1,NA,NA,0.903030607790991,1,2,2,2,2,5,9,4,1,3,3,2,6,2,3,3,6,6,3,NA,NA,NA,1,NA,3,2,NA,1,NA,NA,NA,5,7,7,3,3,3,2,NA,2,NA,2,1,5,NA,4,NA,3,3,3,98,98,4,1,1,1,NA,3,3,2,2,2,NA,2,NA,NA,2,NA,NA,NA,1,NA,NA,NA,1,2,2,NA,NA,2,1,2,2,2,2,2,NA,2,2,0,0,0,0,0,1,0,0,NA,NA,NA,NA,1,1,1,1,1,2,4,1,2,2,2,4,4,4,NA,3,NA,NA,NA,NA,NA,NA,1,98,3,98,98,2,0.689142562,2.855666648,1.282577445,2021,3,98,2,1,2,2,98,3,4,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,7,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,2,2,98,California,44.091972602739716,57.557972602739724,56.84706849315068,62.5
2021010922,2,2,1,1,2,1,2,2,2,2,2,NA,2,2,2,2,7,2,NA,NA,NA,3,3,1,4,2,2,NA,NA,NA,NA,NA,NA,1,1,1,3,2,1,2,2,98,NA,2,2,6,7,5,2,NA,1,NA,6,98,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,4,NA,98,98,98,2,2,98,1,98,2,98,NA,NA,0.903030607790991,2,2,2,2,2,31,2,1,2,3,9,2,6,2,3,3,6,6,3,NA,NA,NA,1,NA,2,2,NA,1,NA,NA,NA,6,6,6,1,3,1,1,NA,2,NA,2,1,5,NA,6,NA,2,2,3,4,3,3,1,2,2,NA,1,3,3,1,3,NA,2,NA,NA,2,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,3,1,2,2,2,2,2,NA,2,2,0,0,0,0,0,1,0,0,NA,NA,NA,NA,1,1,1,1,1,2,4,1,2,2,2,7,3,4,NA,3,NA,NA,NA,NA,NA,NA,1,98,2,3,1,2,2.101779614,0.613940816,0.911681917,2021,5,1,1,98,NA,2,2,3,3,1,2,1,2,2,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,3,1,1,2,2,6,98,2,1,1,0,1,1,1,0,0,0,2,4,2,2,2,1,New Jersey,37.99528767123289,54.73684931506849,53.738767123287666,61.712328767123246
