NFCSID,A1,A2,A3,B2_1,B2_2,B2_3,B2_4,B2_5,B2_7,B2_20,B2_21,B2_22,B2_23,B2_24,B2_25,B3,B4.x,B5,B6,B20,B21,B10,B11,B23,B24,B25,B26,C20_1,C20_2,C20_3,C20_4,C20_5,C21,C22_1,C22_2,C22_3,C22_4,C23_1,C23_2,C23_3,C23_4,C24,C25,C26,C7,D1_1,D1_2,D2,D3,D20,D21,D4,E1_1,E20.x,E5,E6,F1_1,F1_2,F1_3,F1_4,F1_5,F1_6,F1_7,F1_8,F1_9,F2_1.x,F2_2.x,F2_5.x,F2_6.x,F2_20,F2_21,F2_22,F3_1,F3_2,F3_3,F3_4,F3_5,F3_6,F3_7,F3_8,F4,F5,F20,G1.x,G2,G20.x,G4,G5,G6,G7,G21,G8,G22,G11,G12,G13,H2,H3,WGT1,S_Gender2,S_Age,S_Ethnicity,S_Education,S_Income,STATEQ,CENSUSDIV,CENSUSREG,A50A,A3Ar_w,A50B,A4A_new_w,A5_2015,A6,A7,A7A,A11,A8_2021,AM21,AM30,AM31,AM22,X3,X4,A9,A40,A10,A10A,A21_2015,A22_2015,A14,A41,J1,J2,J3,J4,J40,J5,J6,J8,J9,J10,J20,J32,J33_1,J33_40,J33_41,J41_1,J41_2,J41_3,J42_1,J42_2,J43,B1,B2,B4.y,B40,B41_1,B41_2,B31.y,B42,B43,B44,C1_2012,C2_2012,C3_2012,C4_2012,C5_2012,C10_2012,C11_2012,B14,C40,C41,D40,EA_1,E7,E8,E20.y,E15_2015,F1,F2_1,F2_2,F2_3,F2_4,F2_5,F2_6,F10,G1.y,G20,G30_1.y,G30_2.y,G30_3.y,G30_4.y,G30_5.y,G30_97,G30_98,G30_99,G33,G35,G22_2015,G40,G25_1,G25_2,G25_3,G25_4,G25_5,G38,G23.y,H1,H30_1,H30_2,H30_3,M1_1,M1_2,M4,M40,M20,M21_1,M21_2_2015,M21_3,M21_4,M41,M42,M6,M7,M8,M31,M9,M10,wgt_n2,wgt_d2,wgt_s3,Year,B30,B31.x,B32,B33,B34,B35,C30,D30,D31,F30_1,F30_2,F30_3,F30_4,F30_5,F30_6,F30_7,F30_8,F30_9,F30_10,F30_11,F30_12,F31_1,F31_2,F31_3,F31_4,F31_5,F31_6,F31_7,F31_8,F31_9,F31_10,F31_11,G30_1.x,G30_2.x,G30_3.x,G30_4.x,G30_5.x,G30_6,G31,G23.x,H31,J50,J51_1,J51_2,J51_3,J51_4,J51_5,J51_6,J51_98,J51_99,J52,J53,P50,P51,P52,M50,State_Name,StringencyIndex_Average,GovernmentResponseIndex_Average,ContainmentHealthIndex_Average,EconomicSupportIndex
2021035904,1,1,1,2,1,1,2,1,2,1,2,NA,2,2,2,1,6,99,NA,NA,NA,2,2,1,5,2,2,NA,NA,NA,NA,NA,NA,1,1,3,1,2,2,2,2,1,9,2,1,8,6,3,2,NA,1,NA,5,98,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,5,NA,1,2,2,1,1,1,3,3,98,4,NA,NA,0.547489916262363,2,3,1,2,3,42,4,2,2,5,11,1,7,1,2,1,2,7,3,NA,NA,NA,1,NA,2,2,2,1,NA,NA,1,6,7,5,1,3,1,1,2,1,NA,2,1,5,NA,4,NA,2,1,3,5,2,3,1,1,2,NA,3,1,2,3,3,NA,1,3,1,1,1,2,2,1,NA,NA,NA,1,1,2,2,1,3,1,2,2,2,2,2,NA,1,2,0,0,1,0,0,0,0,0,1,2,2,NA,1,1,1,1,1,2,4,1,2,2,2,7,7,5,NA,2,1,2,2,NA,NA,NA,1,3,2,2,1,2,0.436782535,0.237199294,0.667937286,2021,5,1,2,2,NA,2,2,1,2,2,3,1,1,1,1,1,2,1,98,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,1,1,1,7,98,1,1,0,0,1,0,0,0,0,0,2,3,1,1,1,1,South Dakota,31.565643835616445,43.141178082191786,44.52408219178082,33.45890410958902
2021035905,1,2,1,1,98,2,1,2,98,2,98,NA,2,2,2,2,2,98,NA,NA,NA,3,2,1,5,2,98,NA,NA,NA,NA,NA,NA,1,1,2,2,2,2,2,1,1,7,2,2,9,9,3,98,NA,3,NA,2,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,7,NA,1,1,3,1,2,5,2,3,2,98,NA,NA,0.870537201388863,2,3,1,1,1,41,5,3,2,5,11,1,5,2,1,3,6,2,3,NA,NA,NA,1,NA,6,2,NA,1,2,NA,NA,3,1,5,3,1,1,2,NA,2,NA,2,4,2,NA,7,NA,5,1,5,1,3,2,1,2,1,NA,2,2,3,3,2,NA,2,NA,NA,2,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,1,2,1,1,1,1,2,NA,2,1,0,0,0,0,0,1,0,0,NA,NA,NA,NA,3,2,1,5,1,2,7,1,1,1,2,2,6,6,NA,3,NA,NA,NA,NA,NA,NA,1,3,1,98,1,2,1.22670932,0.762426997,0.952119531,2021,2,2,1,2,NA,2,2,3,4,2,98,2,2,2,1,1,1,1,98,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,1,1,1,1,5,3,2,1,1,0,0,0,0,0,0,0,2,6,2,2,2,3,South Carolina,37.11304109589043,48.54594520547945,51.83468493150684,25.547945205479376
2021035937,2,1,1,1,98,1,1,1,1,2,98,NA,98,98,98,1,8,98,NA,NA,NA,3,98,1,3,2,2,NA,NA,NA,NA,NA,NA,1,1,1,1,2,1,1,1,98,NA,1,2,8,7,98,2,NA,98,NA,8,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,NA,4,98,98,2,1,98,98,98,2,3,NA,NA,0.870537201388863,2,3,1,1,2,20,1,1,2,6,12,1,5,1,2,1,5,5,3,NA,NA,NA,1,NA,8,2,8,2,2,NA,3,3,9,4,1,3,1,1,NA,NA,1,2,1,5,NA,1,NA,1,1,1,4,2,4,1,1,2,NA,2,2,3,3,3,NA,2,NA,NA,1,2,2,2,1,NA,NA,NA,1,2,2,NA,NA,2,1,2,2,2,2,2,NA,1,2,0,0,0,0,0,1,0,0,NA,NA,NA,NA,1,1,1,1,1,2,1,1,2,2,2,7,6,6,NA,3,NA,NA,NA,NA,NA,NA,1,3,98,2,1,2,0.451043179,0.608982838,1.045875511,2021,4,1,2,98,NA,2,2,3,2,3,1,1,1,1,1,1,1,1,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,1,1,98,98,5,98,1,1,0,0,1,0,0,0,0,0,2,2,2,2,1,98,Maine,39.69750684931505,49.2081095890411,51.02597260273974,36.47260273972607
2021035939,1,1,1,1,1,1,98,98,98,1,2,NA,2,2,98,2,7,98,NA,NA,NA,3,1,1,5,1,98,NA,NA,NA,NA,NA,NA,2,2,2,1,2,1,1,1,2,8,2,2,6,6,2,2,NA,3,NA,8,98,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,6,NA,2,98,1,2,2,98,98,98,2,3,NA,NA,0.547489916262363,2,3,2,2,3,29,8,4,2,5,11,2,6,2,1,3,6,8,3,NA,NA,NA,1,NA,2,2,NA,1,NA,NA,NA,5,7,6,1,3,1,1,NA,1,NA,2,3,4,NA,5,NA,1,1,3,2,5,3,1,1,1,NA,3,3,2,2,2,NA,1,NA,98,2,NA,NA,NA,1,NA,NA,NA,1,1,2,98,1,2,1,2,2,2,2,2,NA,2,2,0,0,0,0,0,1,0,0,NA,NA,NA,NA,1,1,1,1,1,2,3,1,2,2,2,7,7,7,NA,3,NA,NA,NA,NA,NA,NA,98,98,98,98,98,98,0.439857694,0.758176853,0.539215751,2021,5,1,2,1,1,2,2,3,4,3,3,2,3,3,3,3,2,2,3,3,3,1,2,2,2,2,2,2,2,2,1,2,2,3,1,2,2,2,10,1,1,1,1,0,0,0,0,0,0,0,2,5,2,2,2,98,Nevada,39.53660273972602,48.02068493150684,51.37213698630137,24.55479452054787
2021035942,1,1,1,1,2,2,2,2,2,2,2,NA,2,2,2,1,6,98,NA,NA,NA,2,2,1,98,2,2,NA,NA,NA,NA,NA,NA,1,1,2,2,2,99,99,99,99,NA,2,2,98,98,98,2,NA,98,NA,98,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4,NA,1,98,1,1,2,98,98,98,1,98,NA,NA,0.547489916262363,2,3,2,2,1,12,9,4,2,5,11,2,6,1,1,1,6,3,3,NA,NA,NA,1,NA,8,2,8,2,NA,NA,1,6,10,8,3,3,1,1,NA,NA,2,2,1,5,NA,5,NA,1,1,1,5,2,4,1,1,2,NA,2,1,3,3,3,NA,1,1,1,1,2,2,2,1,NA,NA,NA,1,2,2,NA,NA,3,1,2,2,2,2,2,NA,2,2,0,0,0,0,0,1,0,0,NA,NA,NA,NA,1,1,1,3,1,2,1,1,2,2,2,7,7,6,NA,2,1,1,98,NA,NA,NA,1,3,98,3,1,98,1.225768562,0.153103035,0.555329039,2021,5,98,99,98,NA,2,2,98,4,1,1,1,1,1,1,1,1,1,2,1,3,2,2,2,2,2,2,2,2,2,2,2,3,3,1,1,1,1,1,98,1,1,1,0,1,0,0,0,0,0,2,4,1,1,1,2,Hawaii,59.04646575342467,64.83698630136986,67.84400000000001,43.80136986301365
2021035943,2,1,1,1,2,1,1,1,2,1,2,NA,2,2,2,98,10,98,NA,NA,NA,3,98,1,5,2,2,NA,NA,NA,NA,NA,NA,1,1,1,1,1,2,98,1,4,6,2,2,8,5,3,2,NA,98,NA,6,98,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,NA,1,2,2,1,2,1,2,3,98,4,NA,NA,0.547489916262363,2,3,1,2,3,20,1,1,2,6,12,1,6,5,3,3,5,7,3,NA,NA,NA,1,NA,8,2,NA,2,NA,NA,NA,5,9,5,1,3,1,1,NA,NA,1,2,1,5,NA,4,NA,1,1,1,3,3,4,1,1,2,NA,3,2,3,3,3,NA,1,NA,1,1,2,2,2,1,NA,NA,NA,2,NA,NA,NA,NA,4,1,2,2,2,2,2,NA,2,2,0,0,0,0,0,1,0,0,NA,NA,NA,NA,1,1,1,1,1,2,1,1,2,2,2,7,7,6,NA,2,98,2,1,NA,NA,NA,1,3,98,2,1,2,0.364273602,0.485397618,0.912471245,2021,5,1,98,98,NA,2,1,98,3,3,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,1,2,1,6,98,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,2,1,3,Maine,39.69750684931505,49.2081095890411,51.02597260273974,36.47260273972607
2021035950,2,2,1,1,1,2,2,1,98,98,2,NA,2,2,2,1,5,2,NA,NA,NA,4,98,1,5,2,2,NA,NA,NA,NA,NA,NA,1,3,1,1,2,2,2,1,2,1,1,2,9,9,98,2,NA,3,NA,7,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,4,NA,98,98,98,1,2,98,98,98,2,98,NA,NA,0.870537201388863,2,3,1,1,3,20,1,1,2,6,12,1,5,1,2,1,5,7,3,NA,NA,NA,1,NA,8,2,8,2,2,NA,3,4,10,4,1,3,1,1,NA,NA,1,2,1,5,NA,3,NA,1,1,2,5,2,3,1,1,2,NA,3,1,3,3,3,NA,1,2,1,2,2,2,2,1,NA,NA,NA,1,2,2,NA,NA,4,1,2,2,2,2,1,NA,2,2,0,0,0,0,0,1,0,0,NA,NA,NA,NA,1,1,1,1,1,2,1,1,2,2,2,7,6,7,NA,98,NA,NA,NA,NA,NA,NA,1,3,2,98,1,98,0.451043179,0.608982838,1.045875511,2021,5,1,2,2,NA,2,1,3,2,3,3,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,98,98,1,1,1,0,0,0,1,0,0,0,2,2,2,2,1,98,Maine,39.69750684931505,49.2081095890411,51.02597260273974,36.47260273972607
2021035963,1,1,1,1,2,2,2,2,2,2,2,NA,2,2,2,3,3,1,1,2,NA,2,1,1,4,1,1,NA,NA,NA,NA,NA,NA,1,1,3,2,2,2,2,2,1,8,2,2,8,7,6,3,NA,1,NA,8,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,5,NA,1,2,2,1,1,1,98,1,2,1,NA,NA,1.63877296688841,2,2,2,1,3,44,7,3,2,4,10,2,4,1,2,1,2,7,3,NA,NA,NA,1,NA,2,2,2,1,2,NA,1,6,7,7,3,3,1,1,1,2,NA,2,2,4,NA,5,NA,4,3,4,4,3,3,1,1,2,NA,3,3,1,1,3,NA,1,1,1,1,1,2,2,1,NA,NA,NA,1,1,2,2,1,3,2,1,2,2,2,2,NA,1,2,0,0,0,0,0,1,0,0,NA,NA,NA,NA,1,1,1,1,1,2,4,1,2,2,2,7,7,6,NA,3,NA,NA,NA,NA,NA,NA,1,3,2,3,1,2,3.110233331,3.041113417,1.021477614,2021,5,1,1,1,2,2,2,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,9,98,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,5,2,2,2,98,Texas,38.717150684931525,49.26010958904109,50.722191780821916,39.04109589041097
2021035975,1,1,1,1,1,2,2,2,2,2,2,NA,2,2,98,2,1,1,1,2,NA,4,1,1,4,2,98,NA,NA,NA,NA,NA,NA,1,1,3,3,2,2,2,1,1,10,2,2,6,7,4,2,NA,1,NA,6,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,5,NA,1,2,1,1,1,1,1,3,2,2,NA,NA,0.870537201388863,1,3,2,1,1,29,8,4,1,5,5,2,4,2,1,3,6,2,2,NA,NA,NA,1,NA,6,2,NA,1,2,NA,NA,3,5,5,3,3,1,1,NA,2,NA,2,4,2,NA,1,NA,1,5,4,5,2,3,1,1,2,NA,3,3,2,2,2,NA,1,NA,1,1,1,2,2,1,NA,NA,NA,2,NA,NA,NA,NA,3,2,1,1,2,2,2,NA,2,2,0,0,0,0,0,1,0,0,NA,NA,NA,NA,1,5,1,1,1,1,1,1,2,2,2,6,6,4,NA,3,NA,NA,NA,NA,NA,NA,1,3,2,3,1,1,0.569064405,0.956450229,0.829446313,2021,5,1,2,1,2,1,2,98,7,1,2,1,2,3,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,3,2,1,1,3,1,3,2,1,0,1,1,1,1,0,0,0,2,6,2,2,2,2,Nevada,39.53660273972602,48.02068493150684,51.37213698630137,24.55479452054787
2021036000,1,1,1,2,2,1,2,2,2,2,2,NA,2,2,2,2,6,98,NA,NA,NA,1,1,1,3,2,2,NA,NA,NA,NA,NA,NA,1,1,2,1,2,2,2,2,1,5,2,2,7,5,4,2,NA,3,NA,5,1,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,5,NA,1,2,2,1,2,98,98,1,3,98,NA,NA,0.547489916262363,2,3,1,2,1,27,8,4,2,6,12,1,6,4,1,3,5,2,3,NA,NA,NA,1,NA,8,1,NA,2,NA,NA,NA,5,7,9,1,3,1,1,NA,NA,2,2,1,5,NA,4,NA,1,1,2,5,2,4,1,1,2,NA,3,1,3,3,3,NA,2,NA,NA,1,2,2,2,1,NA,NA,NA,1,2,2,NA,NA,3,1,2,2,2,2,2,NA,2,2,0,0,0,0,0,1,0,0,NA,NA,NA,NA,1,1,1,1,1,2,1,1,2,2,2,7,7,6,NA,3,NA,NA,NA,NA,NA,NA,1,3,2,2,1,2,0.379349292,0.329767093,0.682511911,2021,5,1,1,98,NA,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,98,1,1,0,0,1,0,0,0,0,0,2,3,2,2,2,1,Montana,35.235397260273984,46.11761643835617,47.49542465753425,36.47260273972607
2021036029,1,1,1,1,2,1,2,1,2,1,1,NA,2,2,2,3,4,2,NA,NA,NA,2,2,1,4,2,1,NA,NA,NA,NA,NA,NA,2,2,3,1,2,1,1,2,2,8,1,2,9,7,3,2,NA,1,NA,7,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,6,NA,2,2,2,1,2,4,1,98,2,4,NA,NA,0.547489916262363,1,3,1,2,2,2,9,4,1,6,6,1,6,1,2,1,5,6,3,NA,NA,NA,1,NA,8,2,2,2,NA,NA,1,2,7,8,3,3,1,1,NA,NA,1,2,1,5,NA,5,NA,1,1,3,5,2,4,1,1,2,NA,2,1,3,3,3,NA,1,3,1,1,1,2,2,1,NA,NA,NA,1,1,2,2,1,2,2,1,2,2,2,2,NA,1,2,0,0,0,0,0,1,0,0,NA,NA,NA,NA,1,1,1,1,1,2,4,1,2,2,2,6,6,5,NA,2,2,1,1,NA,NA,NA,1,3,2,3,1,2,1.373869031,0.089073884,0.839476767,2021,5,2,1,1,1,2,1,2,2,3,3,1,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,1,1,2,3,4,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,4,2,2,1,1,Alaska,41.39268493150685,49.84980821917808,52.18679452054794,33.49315068493152
2021036037,2,1,1,1,2,1,98,2,2,2,2,NA,2,2,2,2,4,2,NA,NA,NA,3,2,1,4,1,1,NA,NA,NA,NA,NA,NA,2,2,3,1,1,2,1,1,3,6,1,2,8,8,3,2,NA,1,NA,8,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,5,NA,1,1,2,1,2,1,1,1,3,4,NA,NA,0.870537201388863,1,3,1,1,1,20,1,1,1,6,6,1,5,1,2,1,1,4,3,NA,NA,NA,1,NA,8,2,8,2,2,NA,3,2,5,5,2,2,1,1,2,NA,1,2,2,5,NA,5,NA,3,5,5,2,2,2,1,1,2,NA,2,2,2,3,3,NA,2,NA,NA,1,2,2,2,1,NA,NA,NA,1,1,1,2,1,2,2,1,2,2,2,2,NA,2,2,0,0,0,0,0,1,0,0,NA,NA,NA,NA,1,1,1,1,1,2,6,1,2,2,2,6,6,5,NA,2,1,1,1,NA,NA,NA,1,3,98,3,1,2,0.47127774099999997,0.660994505,1.068909396,2021,5,1,2,2,NA,2,2,2,5,3,3,2,2,2,2,2,2,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,3,2,98,98,2,8,3,1,1,1,1,0,0,0,0,0,0,2,4,2,2,2,3,Maine,39.69750684931505,49.2081095890411,51.02597260273974,36.47260273972607
2021036074,1,1,1,1,2,2,1,1,2,1,2,NA,2,2,2,1,7,2,NA,NA,NA,4,1,1,4,2,2,NA,NA,NA,NA,NA,NA,3,3,1,1,1,2,2,1,3,8,1,2,10,5,3,2,NA,3,NA,8,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,5,NA,1,2,2,1,2,1,1,3,3,4,NA,NA,0.547489916262363,1,3,1,2,3,35,4,2,1,6,6,1,7,1,2,1,5,7,3,NA,NA,NA,1,NA,8,1,8,2,NA,NA,1,2,9,1,3,3,1,1,NA,NA,1,2,1,5,NA,4,NA,1,1,1,3,1,4,1,2,2,NA,3,2,2,2,3,NA,1,3,2,1,2,2,2,1,NA,NA,NA,2,NA,NA,NA,NA,2,1,2,2,2,2,2,NA,2,2,0,0,1,0,0,0,0,0,2,1,2,NA,1,1,1,1,1,2,1,1,2,2,2,7,7,6,NA,3,NA,NA,NA,NA,NA,NA,1,3,2,3,1,2,0.456377341,0.228028708,0.752280269,2021,5,1,2,2,NA,2,2,3,1,3,3,1,2,1,1,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,1,3,1,1,3,1,9,3,2,1,1,0,0,0,0,0,0,0,1,4,2,2,1,1,North Dakota,33.21756164383561,49.93693150684932,49.806438356164385,50.85616438356163
2021036077,2,1,1,2,2,1,2,1,2,2,2,NA,2,2,1,1,9,98,NA,NA,NA,3,2,1,3,2,2,NA,NA,NA,NA,NA,NA,2,1,1,1,2,1,1,2,4,7,1,2,8,8,98,2,NA,3,NA,7,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,5,NA,2,2,1,1,1,98,1,3,1,98,NA,NA,0.870537201388863,2,3,1,1,2,35,4,2,2,6,12,1,4,1,2,1,5,5,3,NA,NA,NA,1,NA,8,2,8,2,2,NA,3,3,10,2,1,3,1,1,NA,NA,1,2,1,5,NA,1,NA,1,1,2,5,1,4,1,1,2,NA,3,1,3,3,3,NA,2,NA,NA,1,2,2,2,1,NA,NA,NA,1,2,2,NA,NA,3,1,2,2,2,2,2,NA,2,2,0,0,0,0,0,1,0,0,NA,NA,NA,NA,1,1,1,1,1,2,1,1,2,2,2,7,6,6,NA,3,NA,NA,NA,NA,NA,NA,1,3,98,2,2,98,0.540823662,0.276976827,1.017797019,2021,5,1,2,98,NA,2,2,3,4,3,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,3,1,1,1,1,98,98,1,1,0,0,1,0,0,0,0,0,2,2,2,2,1,98,North Dakota,33.21756164383561,49.93693150684932,49.806438356164385,50.85616438356163
2021036078,1,1,1,1,1,1,1,2,2,2,2,NA,2,2,2,4,7,1,1,1,NA,1,2,1,5,1,1,NA,NA,NA,NA,NA,NA,1,1,3,1,2,1,1,2,2,6,2,2,10,5,6,2,NA,1,NA,5,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,NA,1,2,3,1,2,1,2,3,3,4,NA,NA,0.547489916262363,1,3,2,2,3,29,8,4,1,6,6,2,7,4,1,3,6,7,3,NA,NA,NA,1,NA,8,1,NA,2,NA,NA,NA,1,5,10,2,3,1,1,NA,NA,1,2,1,5,NA,4,NA,2,3,3,4,3,4,1,1,2,NA,3,1,2,3,2,NA,1,NA,1,1,1,2,2,1,NA,NA,NA,2,NA,NA,NA,NA,3,1,2,2,2,2,2,NA,2,2,0,0,0,0,0,1,0,0,NA,NA,NA,NA,1,1,1,1,1,2,1,1,2,2,2,7,7,7,NA,3,NA,NA,NA,NA,NA,NA,1,3,2,2,1,2,0.459590456,0.818713889,0.647344654,2021,5,1,2,1,1,1,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,3,2,1,1,1,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,6,2,2,2,1,Nevada,39.53660273972602,48.02068493150684,51.37213698630137,24.55479452054787
2021036091,2,1,1,1,1,1,2,2,2,2,2,NA,2,2,2,1,7,98,NA,NA,NA,3,2,1,98,2,2,NA,NA,NA,NA,NA,NA,3,1,1,1,1,2,2,2,2,9,1,1,8,7,4,2,NA,3,NA,7,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,5,NA,1,2,2,1,1,1,98,3,2,98,NA,NA,0.870537201388863,1,3,1,1,3,41,5,3,1,6,6,1,5,1,2,1,6,7,3,NA,NA,NA,1,NA,8,2,8,2,2,NA,3,98,10,3,3,3,1,1,NA,NA,1,2,4,5,NA,1,NA,1,1,1,5,1,4,1,1,2,NA,3,3,3,2,3,NA,1,3,1,1,2,2,2,1,NA,NA,NA,1,1,2,2,1,2,1,2,2,2,2,2,NA,2,2,0,0,0,0,0,1,0,0,NA,NA,NA,NA,1,1,1,1,1,2,1,1,2,2,2,7,7,7,NA,3,NA,NA,NA,NA,NA,NA,1,2,4,3,1,2,1.281741582,0.749383742,0.988196822,2021,5,1,2,98,NA,2,1,3,2,3,2,2,1,1,1,1,1,98,1,1,1,2,2,2,2,2,2,2,2,2,99,2,1,3,1,1,2,2,3,98,1,1,0,0,1,0,1,0,0,0,2,2,2,2,2,98,South Carolina,37.11304109589043,48.54594520547945,51.83468493150684,25.547945205479376
2021036099,1,1,1,2,1,1,2,2,2,1,2,NA,2,2,2,1,5,98,NA,NA,NA,3,2,1,4,98,2,NA,NA,NA,NA,NA,NA,1,2,1,1,98,98,98,1,98,NA,2,2,6,2,98,1,NA,3,NA,4,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,NA,2,2,2,1,98,4,1,1,2,3,NA,NA,0.903030607790991,2,2,1,2,3,35,4,2,2,3,9,1,7,1,2,1,3,7,3,NA,NA,NA,1,NA,2,1,1,1,NA,NA,1,5,7,5,1,3,1,2,1,1,NA,2,1,5,NA,6,NA,2,2,4,3,4,3,1,1,2,NA,3,1,3,3,3,NA,1,1,1,1,1,2,2,1,NA,NA,NA,1,1,2,2,1,2,1,2,2,2,2,2,NA,1,2,0,0,0,0,0,1,0,0,NA,NA,NA,NA,1,1,1,1,1,2,5,1,2,2,1,7,6,5,NA,2,1,2,1,NA,NA,NA,1,3,2,2,1,2,0.373392786,0.179764091,0.563985011,2021,3,1,2,98,NA,98,2,3,3,3,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,3,1,1,1,1,1,2,1,1,0,0,1,0,0,0,0,0,2,5,2,2,1,1,North Dakota,33.21756164383561,49.93693150684932,49.806438356164385,50.85616438356163
